order_id,order_date,customer_id,area,tiffin_type,meal_type,order_time,delivery_partner,delivery_distance_km,prep_time_min,delivery_time_min,quantity,discount,order_amount,payment_method,order_status,customer_rating,complaint,,,,,
387,18-04-2025,C135,Gachibowli,Veg,Lunch,12:50:00,Vikram,6.7,16,18,1,15,105,UPI,Cancelled,0,No,,,,,
388,05-05-2025,C007,Dilsukhnagar,Veg,Lunch,13:10:00,Arun,9.5,9,30,1,0,120,Cash,Delivered,4,No,,,,,
389,15-05-2025,C022,Hitech City,Veg,Dinner,21:15:00,Rahul,6.7,32,49,3,0,390,Cash,Delivered,5,No,,,,,
390,19-06-2025,C138,Gachibowli,Veg,Breakfast,09:00:00,Vikram,5.7,21,43,2,0,160,Card,Delivered,4,No,,,,,
391,10-06-2025,C052,Dilsukhnagar,Veg,Lunch,12:00:00,Arun,6.2,19,38,3,15,345,UPI,Delivered,4,Yes,,,,,
392,30-05-2025,C099,Gachibowli,Veg,Dinner,18:10:00,Naveen,4.4,13,31,1,20,110,UPI,Delivered,0,Yes,,,,,
393,11-05-2025,C136,Kukatpally,Veg,Lunch,11:15:00,Kiran,0.8,17,18,3,15,345,Wallet,Late,2,No,,,,,
394,21-05-2025,C129,Kukatpally,Veg,Dinner,19:00:00,Rahul,2.1,19,40,1,20,110,Card,Delivered,4,No,,,,,
395,20-05-2025,C059,Begumpet,Veg,Breakfast,09:20:00,Vikram,6.5,8,30,2,20,140,Cash,Delivered,3,No,,,,,
396,25-05-2025,C052,LB Nagar,Veg,Lunch,13:50:00,Suresh,6.6,12,36,1,0,120,Card,Cancelled,0,No,,,,,
397,28-06-2025,C082,Hitech City,Jain,Dinner,19:45:00,Amit,5.7,12,37,3,0,435,Cash,Late,5,No,,,,,
398,11-05-2025,C071,Kondapur,Non-Veg,Breakfast,07:40:00,Vikram,1.6,14,30,1,10,105,UPI,Delivered,4,No,,,,,
399,17-04-2025,C021,Miyapur,Veg,Breakfast,07:30:00,Imran,1,20,26,1,15,65,Cash,Delivered,4,Yes,,,,,
400,04-06-2025,C105,Dilsukhnagar,Veg,Dinner,21:40:00,Rahul,5.7,19,47,1,10,120,Card,Delivered,3,No,,,,,
401,23-05-2025,C084,LB Nagar,Veg,Breakfast,08:20:00,Imran,4.8,15,35,3,10,230,Cash,Cancelled,0,No,,,,,
402,25-05-2025,C135,Manikonda,Non-Veg,Lunch,11:45:00,Rahul,5.7,18,36,1,20,135,UPI,Cancelled,0,No,,,,,
403,28-05-2025,C013,Gachibowli,Veg,Lunch,11:20:00,Arun,3,14,19,1,20,100,Wallet,Delivered,5,No,,,,,
404,21-05-2025,C116,Hitech City,Veg,Lunch,13:50:00,Amit,8.3,10,36,1,0,120,Cash,Late,4,No,,,,,
405,14-06-2025,C052,Uppal,Veg,Dinner,19:45:00,Imran,2.9,23,28,1,0,130,UPI,Delivered,5,No,,,,,
406,03-05-2025,C131,Jubilee Hills,Veg,Lunch,12:10:00,Suresh,7.2,13,41,2,20,220,Wallet,Delivered,3,No,,,,,
407,10-06-2025,C014,Begumpet,Jain,Lunch,11:15:00,Arun,2.7,30,20,1,20,115,Card,Delivered,3,No,,,,,
408,28-05-2025,C004,Secunderabad,Non-Veg,Lunch,12:10:00,Imran,5.2,21,38,3,0,465,Wallet,Cancelled,0,No,,,,,
409,09-06-2025,C002,Gachibowli,Veg,Breakfast,10:20:00,Arun,4.1,17,33,2,10,150,Cash,Delivered,4,No,,,,,
410,07-04-2025,C085,Uppal,Veg,Breakfast,08:00:00,Amit,4.2,23,51,1,0,80,UPI,Late,5,No,,,,,
411,14-04-2025,C046,Secunderabad,Veg,Lunch,12:15:00,Kiran,3.3,9,30,1,20,100,UPI,Late,5,No,,,,,
412,12-04-2025,C121,Kondapur,Non-Veg,Lunch,13:40:00,Amit,10.2,13,58,2,10,300,Card,Cancelled,0,Yes,,,,,
413,13-05-2025,C136,Hitech City,Veg,Dinner,21:20:00,Imran,8.2,14,45,1,0,130,Card,Cancelled,0,No,,,,,
414,25-05-2025,C128,Secunderabad,Veg,Dinner,20:30:00,Suresh,8.1,15,39,4,0,520,Cash,Delivered,5,No,,,,,
415,08-05-2025,C107,Begumpet,Veg,Breakfast,07:10:00,Rahul,3.2,11,26,1,0,80,Card,Late,5,No,,,,,
416,15-05-2025,C083,Dilsukhnagar,Veg,Dinner,19:00:00,Rahul,1.8,18,22,2,0,260,UPI,Delivered,4,No,,,,,
417,27-06-2025,C123,Uppal,Non-Veg,Lunch,13:45:00,Imran,5,8,37,1,0,155,UPI,Delivered,4,No,,,,,
418,22-06-2025,C015,LB Nagar,Veg,Breakfast,10:15:00,Arun,6.3,8,40,2,15,145,Card,Delivered,4,No,,,,,
419,11-06-2025,C008,Ameerpet,Veg,Dinner,18:20:00,Naveen,7.2,10,52,1,0,130,Cash,Delivered,5,No,,,,,
420,13-06-2025,C070,Begumpet,Veg,Dinner,21:15:00,Amit,5.4,13,35,2,0,260,Wallet,Late,5,No,,,,,
421,01-05-2025,C024,Secunderabad,Veg,Lunch,14:30:00,Rahul,5.7,18,40,1,0,120,Wallet,Delivered,5,No,,,,,
422,04-06-2025,C026,LB Nagar,Jain,Breakfast,08:40:00,not avilable any delivery patner,2.5,19,18,2,15,175,Cash,Delivered,5,No,,,,,
423,05-04-2025,C086,Secunderabad,Veg,Lunch,14:10:00,Rahul,4.3,12,27,3,20,340,UPI,Cancelled,0,No,,,,,
424,06-06-2025,C137,Ameerpet,Veg,Dinner,20:00:00,Imran,7.2,24,44,1,0,130,UPI,Delivered,4,No,,,,,
425,05-05-2025,C139,Ameerpet,Veg,Breakfast,08:30:00,not avilable any delivery patner,2.1,16,38,3,15,225,Card,Cancelled,0,No,,,,,
426,19-04-2025,C034,Madhapur,Veg,Dinner,20:20:00,Imran,4.8,31,37,1,0,130,UPI,Cancelled,0,No,,,,,
427,14-04-2025,C115,Jubilee Hills,Veg,Lunch,11:10:00,Kiran,4.9,16,35,1,15,105,Card,Cancelled,0,No,,,,,
428,13-05-2025,C120,Secunderabad,Veg,Breakfast,07:50:00,Vikram,4.2,22,41,1,20,60,Cash,Delivered,3,No,,,,,
429,19-04-2025,C117,Secunderabad,Veg,Dinner,20:40:00,Rahul,2.8,10,15,2,20,240,UPI,Delivered,5,No,,,,,
430,31-05-2025,C131,Hitech City,Veg,Breakfast,09:50:00,Naveen,5.6,11,18,1,0,80,UPI,Cancelled,0,No,,,,,
431,12-05-2025,C124,Begumpet,Veg,Dinner,18:30:00,Amit,5.4,32,35,1,10,120,Card,Delivered,5,No,,,,,
432,27-04-2025,C147,LB Nagar,Veg,Dinner,21:45:00,Imran,6.3,18,36,1,20,110,UPI,Delivered,3,No,,,,,
433,15-06-2025,C028,Manikonda,Veg,Dinner,21:40:00,Naveen,6.5,16,40,2,0,260,Card,Delivered,5,Yes,,,,,
434,03-06-2025,C039,Secunderabad,Veg,Dinner,18:10:00,Arun,5.2,13,43,1,15,115,Wallet,Late,5,No,,,,,
435,18-06-2025,C078,Uppal,Veg,Dinner,21:20:00,Naveen,4.1,13,37,2,0,260,Card,Cancelled,0,No,,,,,
436,12-04-2025,C001,Miyapur,Non-Veg,Dinner,18:45:00,Kiran,2.5,18,29,2,0,330,UPI,Delivered,5,No,,,,,
437,07-05-2025,C140,Gachibowli,Non-Veg,Breakfast,08:45:00,Suresh,6.9,20,38,1,0,115,Wallet,Late,4,No,,,,,
438,18-04-2025,C005,Kondapur,Non-Veg,Breakfast,10:40:00,Imran,6.3,26,42,1,20,95,Wallet,Delivered,3,Yes,,,,,
439,18-04-2025,C047,Secunderabad,Non-Veg,Breakfast,08:45:00,Naveen,4.5,10,25,2,20,210,Wallet,Cancelled,0,No,,,,,
440,20-05-2025,C106,Uppal,Veg,Lunch,12:15:00,Kiran,3.8,14,31,1,10,110,UPI,Late,4,No,,,,,
441,05-04-2025,C072,Secunderabad,Veg,Dinner,21:40:00,Amit,4.6,21,33,1,20,110,UPI,Delivered,3,No,,,,,
442,02-05-2025,C121,Jubilee Hills,Veg,Lunch,11:30:00,Kiran,5.6,18,20,3,15,345,Wallet,Delivered,4,No,,,,,
443,16-05-2025,C016,Manikonda,Veg,Lunch,13:15:00,Imran,2.4,17,20,3,20,340,Cash,Delivered,5,No,,,,,
444,13-06-2025,C034,Jubilee Hills,Veg,Breakfast,09:00:00,Arun,5.8,27,46,1,15,65,Card,Delivered,5,No,,,,,
445,03-05-2025,C061,Secunderabad,Jain,Breakfast,07:15:00,Suresh,4,26,34,2,20,170,UPI,Delivered,4,No,,,,,
446,14-05-2025,C043,Gachibowli,Non-Veg,Breakfast,08:15:00,Kiran,3.8,14,30,2,10,220,UPI,Delivered,4,No,,,,,
447,22-06-2025,C137,Gachibowli,Veg,Lunch,11:00:00,Naveen,3.6,19,33,1,0,120,Wallet,Delivered,5,No,,,,,
448,31-05-2025,C011,Hitech City,Veg,Lunch,12:45:00,Kiran,4.5,20,43,3,10,350,Wallet,Delivered,5,No,,,,,
449,18-06-2025,C062,Miyapur,Veg,Dinner,20:40:00,Vikram,6.6,9,17,2,0,260,Card,Late,5,No,,,,,
450,26-06-2025,C115,Ameerpet,Veg,Dinner,19:40:00,Vikram,6.6,9,36,2,0,260,Card,Delivered,4,No,,,,,
451,03-05-2025,C032,Miyapur,Veg,Breakfast,07:00:00,Amit,1.9,8,33,1,15,65,UPI,Late,5,No,,,,,
452,17-06-2025,C117,Uppal,Non-Veg,Breakfast,10:15:00,Arun,6.2,14,16,2,0,230,Wallet,Delivered,4,No,,,,,
453,28-06-2025,C067,LB Nagar,Veg,Dinner,20:30:00,Arun,3.3,20,19,1,0,130,Cash,Delivered,4,No,,,,,
454,27-05-2025,C056,Jubilee Hills,Veg,Breakfast,10:20:00,Amit,4.9,17,39,1,10,70,Wallet,Delivered,3,No,,,,,
455,04-05-2025,C001,Uppal,Veg,Breakfast,07:10:00,Rahul,4.8,12,44,2,10,150,Wallet,Delivered,5,No,,,,,
456,05-05-2025,C018,Banjara Hills,Veg,Breakfast,09:45:00,Vikram,4.2,17,25,1,10,70,UPI,Delivered,4,No,,,,,
457,20-05-2025,C024,Ameerpet,Veg,Dinner,21:10:00,Kiran,3.5,12,30,3,0,390,UPI,Delivered,5,No,,,,,
458,29-05-2025,C028,Manikonda,Veg,Lunch,12:15:00,Kiran,8.3,9,28,3,20,340,Wallet,Delivered,4,No,,,,,
459,11-04-2025,C100,Hitech City,Veg,Dinner,21:20:00,Arun,7.7,16,35,1,20,110,Wallet,Cancelled,0,No,,,,,
460,08-06-2025,C134,Secunderabad,Veg,Lunch,11:00:00,Suresh,6.8,14,53,1,20,100,Cash,Delivered,4,No,,,,,
461,10-04-2025,C004,Kondapur,Veg,Breakfast,08:50:00,Rahul,6,15,54,1,15,65,Card,Delivered,4,No,,,,,
462,13-04-2025,C057,Hitech City,Non-Veg,Lunch,12:10:00,Vikram,3.2,22,33,1,10,145,Wallet,Cancelled,0,No,,,,,
463,14-05-2025,C055,Dilsukhnagar,Veg,Dinner,21:40:00,Rahul,7.4,27,40,2,15,245,Cash,Delivered,4,No,,,,,
464,13-05-2025,C149,Madhapur,Veg,Breakfast,07:30:00,Suresh,2.8,20,25,1,20,60,UPI,Delivered,5,No,,,,,
465,20-06-2025,C073,Begumpet,Veg,Dinner,21:15:00,Imran,8.9,18,39,1,0,130,Cash,Delivered,3,No,,,,,
466,27-04-2025,C128,Jubilee Hills,Veg,Breakfast,09:50:00,Amit,4.9,9,27,3,15,225,Card,Late,2,No,,,,,
467,15-05-2025,C139,Banjara Hills,Veg,Lunch,11:20:00,Vikram,7.1,14,30,4,0,480,Wallet,Cancelled,0,No,,,,,
468,20-06-2025,C128,Kondapur,Veg,Dinner,19:30:00,Suresh,5.7,25,42,1,0,130,UPI,Late,5,No,,,,,
469,07-04-2025,C138,Kondapur,Veg,Dinner,20:30:00,Suresh,6.7,13,27,1,15,115,UPI,Delivered,2,No,,,,,
470,02-06-2025,C051,Miyapur,Non-Veg,Dinner,18:10:00,Kiran,7.8,16,38,2,15,315,Cash,Cancelled,0,No,,,,,
471,15-04-2025,C150,Secunderabad,Veg,Lunch,12:10:00,Rahul,7.4,21,43,1,0,120,Wallet,Delivered,5,Yes,,,,,
472,19-04-2025,C052,Ameerpet,Veg,Breakfast,10:15:00,Suresh,9.3,14,51,1,20,60,UPI,Delivered,0,No,,,,,
473,28-06-2025,C076,Jubilee Hills,Veg,Dinner,18:30:00,Suresh,4.6,19,46,2,10,250,Cash,Delivered,3,No,,,,,
474,13-06-2025,C119,Kukatpally,Veg,Dinner,19:10:00,Rahul,5.6,21,44,1,0,130,Wallet,Cancelled,0,No,,,,,
475,02-05-2025,C107,Madhapur,Veg,Breakfast,09:45:00,Rahul,3.7,12,24,2,15,145,Wallet,Delivered,5,No,,,,,
476,04-06-2025,C004,Miyapur,Veg,Breakfast,10:45:00,Naveen,0.8,30,17,2,0,160,Cash,Delivered,4,No,,,,,
477,17-04-2025,C147,Miyapur,Veg,Lunch,13:20:00,Rahul,4,16,35,1,10,110,Wallet,Late,4,No,,,,,
478,30-05-2025,C019,Begumpet,Non-Veg,Breakfast,10:15:00,Kiran,6.3,23,32,1,10,105,UPI,Late,5,No,,,,,
479,08-05-2025,C094,Uppal,Non-Veg,Lunch,13:20:00,Rahul,4.1,19,31,1,0,155,UPI,Late,5,No,,,,,
480,20-05-2025,C053,Kondapur,Veg,Lunch,14:00:00,Kiran,8,20,46,1,15,105,Cash,Late,3,No,,,,,
481,09-06-2025,C109,Kukatpally,Non-Veg,Breakfast,10:20:00,Rahul,6,25,38,2,0,230,UPI,Delivered,5,No,,,,,
482,18-05-2025,C075,Secunderabad,Veg,Lunch,14:50:00,Kiran,1.6,20,22,2,10,230,UPI,Late,5,No,,,,,
483,25-04-2025,C038,Secunderabad,Veg,Lunch,11:10:00,Suresh,3.3,21,41,1,0,120,Cash,Delivered,3,No,,,,,
484,06-06-2025,C006,Kukatpally,Veg,Dinner,18:30:00,Vikram,4.5,19,47,2,0,260,UPI,Delivered,4,No,,,,,
485,03-04-2025,C141,Secunderabad,Veg,Breakfast,09:45:00,Imran,5,33,39,2,0,160,Card,Delivered,5,No,,,,,
486,12-06-2025,C091,Kukatpally,Non-Veg,Breakfast,09:15:00,Imran,0.8,22,29,1,0,115,Cash,Delivered,5,Yes,,,,,
487,19-06-2025,C030,Madhapur,Jain,Breakfast,09:15:00,Kiran,7.3,22,38,2,20,170,Cash,Late,5,No,,,,,
488,27-05-2025,C115,Banjara Hills,Veg,Lunch,13:15:00,Suresh,1.8,16,21,2,20,220,Card,Delivered,5,No,,,,,
489,16-04-2025,C130,Ameerpet,Non-Veg,Breakfast,10:50:00,Arun,3.2,21,44,3,0,345,Wallet,Delivered,1,No,,,,,
490,08-05-2025,C079,Madhapur,Veg,Dinner,19:50:00,Naveen,5.4,10,39,1,10,120,Cash,Delivered,3,No,,,,,
491,28-05-2025,C072,Gachibowli,Veg,Lunch,11:40:00,Rahul,7.1,14,38,1,15,105,UPI,Cancelled,0,No,,,,,
492,08-06-2025,C093,Begumpet,Veg,Lunch,11:45:00,Suresh,4.5,13,39,1,15,105,Wallet,Cancelled,0,No,,,,,
493,18-05-2025,C114,Miyapur,Veg,Lunch,13:00:00,Naveen,4.2,20,26,1,10,110,Wallet,Cancelled,0,No,,,,,
494,07-05-2025,C135,Ameerpet,Veg,Breakfast,10:45:00,Amit,3.5,22,29,1,0,80,Wallet,Delivered,4,No,,,,,
495,12-04-2025,C036,Gachibowli,Veg,Breakfast,10:30:00,Suresh,8.3,15,43,1,20,60,Wallet,Cancelled,0,No,,,,,
496,08-05-2025,C058,Madhapur,Non-Veg,Dinner,21:00:00,Rahul,6.6,9,24,1,15,150,Cash,Delivered,4,No,,,,,
497,04-05-2025,C063,Madhapur,Veg,Lunch,14:10:00,Amit,1.1,25,22,2,10,230,Card,Delivered,4,No,,,,,
498,03-06-2025,C031,Ameerpet,Veg,Breakfast,09:50:00,Rahul,10.1,14,46,2,20,140,Card,Late,4,No,,,,,
499,21-04-2025,C108,Manikonda,Veg,Dinner,18:15:00,Kiran,7.9,30,57,2,0,260,UPI,Delivered,3,No,,,,,
500,08-05-2025,C140,Ameerpet,Non-Veg,Lunch,11:20:00,Kiran,7.2,24,44,1,0,155,Card,Cancelled,0,No,,,,,
362,23-05-2025,C021,Begumpet,Veg,Dinner,21:45:00,Vikram,9.1,20,46,2,20,240,Card,Delivered,5,No,,,,,
74,06-04-2025,C047,Kondapur,Veg,Lunch,11:30:00,Suresh,4.7,31,19,1,0,120,UPI,Cancelled,0,No,,,,,
375,06-04-2025,C126,Banjara Hills,Veg,Breakfast,08:00:00,Arun,5.9,11,49,1,0,80,UPI,Delivered,5,No,,,,,
